idx,code,parent_code,type,chapter,section,depth,branching_factor,subtree_size,is_leaf,description
272,A37.90,A37.9,diagnosis,1,SEC_A30-A49,5,0,0,1,"Whooping cough, unspecified species without pneumonia"
273,A37.91,A37.9,diagnosis,1,SEC_A30-A49,5,0,0,1,"Whooping cough, unspecified species with pneumonia"
274,A38,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,4,4,0,Scarlet fever
275,A38.0,A38,diagnosis,1,SEC_A30-A49,4,0,0,1,Scarlet fever with otitis media
276,A38.1,A38,diagnosis,1,SEC_A30-A49,4,0,0,1,Scarlet fever with myocarditis
277,A38.8,A38,diagnosis,1,SEC_A30-A49,4,0,0,1,Scarlet fever with other complications
278,A38.9,A38,diagnosis,1,SEC_A30-A49,4,0,0,1,"Scarlet fever, uncomplicated"
279,A39,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,8,17,0,Meningococcal infection
280,A39.0,A39,diagnosis,1,SEC_A30-A49,4,0,0,1,Meningococcal meningitis
281,A39.1,A39,diagnosis,1,SEC_A30-A49,4,0,0,1,Waterhouse-Friderichsen syndrome
282,A39.2,A39,diagnosis,1,SEC_A30-A49,4,0,0,1,Acute meningococcemia
283,A39.3,A39,diagnosis,1,SEC_A30-A49,4,0,0,1,Chronic meningococcemia
284,A39.4,A39,diagnosis,1,SEC_A30-A49,4,0,0,1,"Meningococcemia, unspecified"
285,A39.5,A39,diagnosis,1,SEC_A30-A49,4,4,4,0,Meningococcal heart disease
286,A39.50,A39.5,diagnosis,1,SEC_A30-A49,5,0,0,1,"Meningococcal carditis, unspecified"
287,A39.51,A39.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Meningococcal endocarditis
288,A39.52,A39.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Meningococcal myocarditis
289,A39.53,A39.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Meningococcal pericarditis
290,A39.8,A39,diagnosis,1,SEC_A30-A49,4,5,5,0,Other meningococcal infections
291,A39.81,A39.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Meningococcal encephalitis
292,A39.82,A39.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Meningococcal retrobulbar neuritis
293,A39.83,A39.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Meningococcal arthritis
294,A39.84,A39.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Postmeningococcal arthritis
295,A39.89,A39.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Other meningococcal infections
296,A39.9,A39,diagnosis,1,SEC_A30-A49,4,0,0,1,"Meningococcal infection, unspecified"
297,A40,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,5,5,0,Streptococcal sepsis
298,A40.0,A40,diagnosis,1,SEC_A30-A49,4,0,0,1,"Sepsis due to streptococcus, group A"
299,A40.1,A40,diagnosis,1,SEC_A30-A49,4,0,0,1,"Sepsis due to streptococcus, group B"
300,A40.3,A40,diagnosis,1,SEC_A30-A49,4,0,0,1,Sepsis due to Streptococcus pneumoniae
301,A40.8,A40,diagnosis,1,SEC_A30-A49,4,0,0,1,Other streptococcal sepsis
302,A40.9,A40,diagnosis,1,SEC_A30-A49,4,0,0,1,"Streptococcal sepsis, unspecified"
303,A41,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,8,18,0,Other sepsis
304,A41.0,A41,diagnosis,1,SEC_A30-A49,4,2,2,0,Sepsis due to Staphylococcus aureus
305,A41.01,A41.0,diagnosis,1,SEC_A30-A49,5,0,0,1,Sepsis due to Methicillin susceptible Staphylococcus aureus
306,A41.02,A41.0,diagnosis,1,SEC_A30-A49,5,0,0,1,Sepsis due to Methicillin resistant Staphylococcus aureus
307,A41.1,A41,diagnosis,1,SEC_A30-A49,4,0,0,1,Sepsis due to other specified staphylococcus
308,A41.2,A41,diagnosis,1,SEC_A30-A49,4,0,0,1,Sepsis due to unspecified staphylococcus
309,A41.3,A41,diagnosis,1,SEC_A30-A49,4,0,0,1,Sepsis due to Hemophilus influenzae
310,A41.4,A41,diagnosis,1,SEC_A30-A49,4,0,0,1,Sepsis due to anaerobes
311,A41.5,A41,diagnosis,1,SEC_A30-A49,4,6,6,0,Sepsis due to other Gram-negative organisms
312,A41.50,A41.5,diagnosis,1,SEC_A30-A49,5,0,0,1,"Gram-negative sepsis, unspecified"
313,A41.51,A41.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Sepsis due to Escherichia coli [E. coli]
314,A41.52,A41.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Sepsis due to Pseudomonas
315,A41.53,A41.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Sepsis due to Serratia
316,A41.54,A41.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Sepsis due to Acinetobacter baumannii
317,A41.59,A41.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Other Gram-negative sepsis
318,A41.8,A41,diagnosis,1,SEC_A30-A49,4,2,2,0,Other specified sepsis
319,A41.81,A41.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Sepsis due to Enterococcus
320,A41.89,A41.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Other specified sepsis
321,A41.9,A41,diagnosis,1,SEC_A30-A49,4,0,0,1,"Sepsis, unspecified organism"
322,A42,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,6,9,0,Actinomycosis
323,A42.0,A42,diagnosis,1,SEC_A30-A49,4,0,0,1,Pulmonary actinomycosis
324,A42.1,A42,diagnosis,1,SEC_A30-A49,4,0,0,1,Abdominal actinomycosis
325,A42.2,A42,diagnosis,1,SEC_A30-A49,4,0,0,1,Cervicofacial actinomycosis
326,A42.7,A42,diagnosis,1,SEC_A30-A49,4,0,0,1,Actinomycotic sepsis
327,A42.8,A42,diagnosis,1,SEC_A30-A49,4,3,3,0,Other forms of actinomycosis
328,A42.81,A42.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Actinomycotic meningitis
329,A42.82,A42.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Actinomycotic encephalitis
330,A42.89,A42.8,diagnosis,1,SEC_A30-A49,5,0,0,1,Other forms of actinomycosis
331,A42.9,A42,diagnosis,1,SEC_A30-A49,4,0,0,1,"Actinomycosis, unspecified"
332,A43,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,4,4,0,Nocardiosis
333,A43.0,A43,diagnosis,1,SEC_A30-A49,4,0,0,1,Pulmonary nocardiosis
334,A43.1,A43,diagnosis,1,SEC_A30-A49,4,0,0,1,Cutaneous nocardiosis
335,A43.8,A43,diagnosis,1,SEC_A30-A49,4,0,0,1,Other forms of nocardiosis
336,A43.9,A43,diagnosis,1,SEC_A30-A49,4,0,0,1,"Nocardiosis, unspecified"
337,A44,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,4,4,0,Bartonellosis
338,A44.0,A44,diagnosis,1,SEC_A30-A49,4,0,0,1,Systemic bartonellosis
339,A44.1,A44,diagnosis,1,SEC_A30-A49,4,0,0,1,Cutaneous and mucocutaneous bartonellosis
340,A44.8,A44,diagnosis,1,SEC_A30-A49,4,0,0,1,Other forms of bartonellosis
341,A44.9,A44,diagnosis,1,SEC_A30-A49,4,0,0,1,"Bartonellosis, unspecified"
342,A46,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,0,0,1,Erysipelas
343,A48,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,7,9,0,"Other bacterial diseases, not elsewhere classified"
344,A48.0,A48,diagnosis,1,SEC_A30-A49,4,0,0,1,Gas gangrene
345,A48.1,A48,diagnosis,1,SEC_A30-A49,4,0,0,1,Legionnaires' disease
346,A48.2,A48,diagnosis,1,SEC_A30-A49,4,0,0,1,Nonpneumonic Legionnaires' disease [Pontiac fever]
347,A48.3,A48,diagnosis,1,SEC_A30-A49,4,0,0,1,Toxic shock syndrome
348,A48.4,A48,diagnosis,1,SEC_A30-A49,4,0,0,1,Brazilian purpuric fever
349,A48.5,A48,diagnosis,1,SEC_A30-A49,4,2,2,0,Other specified botulism
350,A48.51,A48.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Infant botulism
351,A48.52,A48.5,diagnosis,1,SEC_A30-A49,5,0,0,1,Wound botulism
352,A48.8,A48,diagnosis,1,SEC_A30-A49,4,0,0,1,Other specified bacterial diseases
353,A49,SEC_A30-A49,diagnosis,1,SEC_A30-A49,3,6,8,0,Bacterial infection of unspecified site
354,A49.0,A49,diagnosis,1,SEC_A30-A49,4,2,2,0,"Staphylococcal infection, unspecified site"
355,A49.01,A49.0,diagnosis,1,SEC_A30-A49,5,0,0,1,"Methicillin susceptible Staphylococcus aureus infection, unspecified site"
356,A49.02,A49.0,diagnosis,1,SEC_A30-A49,5,0,0,1,"Methicillin resistant Staphylococcus aureus infection, unspecified site"
357,A49.1,A49,diagnosis,1,SEC_A30-A49,4,0,0,1,"Streptococcal infection, unspecified site"
358,A49.2,A49,diagnosis,1,SEC_A30-A49,4,0,0,1,"Hemophilus influenzae infection, unspecified site"
359,A49.3,A49,diagnosis,1,SEC_A30-A49,4,0,0,1,"Mycoplasma infection, unspecified site"
360,A49.8,A49,diagnosis,1,SEC_A30-A49,4,0,0,1,Other bacterial infections of unspecified site
361,A49.9,A49,diagnosis,1,SEC_A30-A49,4,0,0,1,"Bacterial infection, unspecified"
362,SEC_A50-A64,CH1,section,1,SEC_A50-A64,2,13,169,0,Infections with a predominantly sexual mode of transmission (A50-A64)
363,A50,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,9,37,0,Congenital syphilis
364,A50.0,A50,diagnosis,1,SEC_A50-A64,4,9,9,0,"Early congenital syphilis, symptomatic"
365,A50.01,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early congenital syphilitic oculopathy
366,A50.02,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early congenital syphilitic osteochondropathy
367,A50.03,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early congenital syphilitic pharyngitis
368,A50.04,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early congenital syphilitic pneumonia
369,A50.05,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early congenital syphilitic rhinitis
370,A50.06,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early cutaneous congenital syphilis
371,A50.07,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early mucocutaneous congenital syphilis
372,A50.08,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Early visceral congenital syphilis
373,A50.09,A50.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Other early congenital syphilis, symptomatic"
374,A50.1,A50,diagnosis,1,SEC_A50-A64,4,0,0,1,"Early congenital syphilis, latent"
375,A50.2,A50,diagnosis,1,SEC_A50-A64,4,0,0,1,"Early congenital syphilis, unspecified"
376,A50.3,A50,diagnosis,1,SEC_A50-A64,4,4,4,0,Late congenital syphilitic oculopathy
377,A50.30,A50.3,diagnosis,1,SEC_A50-A64,5,0,0,1,"Late congenital syphilitic oculopathy, unspecified"
378,A50.31,A50.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic interstitial keratitis
379,A50.32,A50.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic chorioretinitis
380,A50.39,A50.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Other late congenital syphilitic oculopathy
381,A50.4,A50,diagnosis,1,SEC_A50-A64,4,7,7,0,Late congenital neurosyphilis [juvenile neurosyphilis]
382,A50.40,A50.4,diagnosis,1,SEC_A50-A64,5,0,0,1,"Late congenital neurosyphilis, unspecified"
383,A50.41,A50.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic meningitis
384,A50.42,A50.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic encephalitis
385,A50.43,A50.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic polyneuropathy
386,A50.44,A50.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic optic nerve atrophy
387,A50.45,A50.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Juvenile general paresis
388,A50.49,A50.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Other late congenital neurosyphilis
389,A50.5,A50,diagnosis,1,SEC_A50-A64,4,8,8,0,"Other late congenital syphilis, symptomatic"
390,A50.51,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,Clutton's joints
391,A50.52,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,Hutchinson's teeth
392,A50.53,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,Hutchinson's triad
393,A50.54,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital cardiovascular syphilis
394,A50.55,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic arthropathy
395,A50.56,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,Late congenital syphilitic osteochondropathy
396,A50.57,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilitic saddle nose
397,A50.59,A50.5,diagnosis,1,SEC_A50-A64,5,0,0,1,"Other late congenital syphilis, symptomatic"
398,A50.6,A50,diagnosis,1,SEC_A50-A64,4,0,0,1,"Late congenital syphilis, latent"
399,A50.7,A50,diagnosis,1,SEC_A50-A64,4,0,0,1,"Late congenital syphilis, unspecified"
400,A50.9,A50,diagnosis,1,SEC_A50-A64,4,0,0,1,"Congenital syphilis, unspecified"
401,A51,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,7,17,0,Early syphilis
402,A51.0,A51,diagnosis,1,SEC_A50-A64,4,0,0,1,Primary genital syphilis
403,A51.1,A51,diagnosis,1,SEC_A50-A64,4,0,0,1,Primary anal syphilis
404,A51.2,A51,diagnosis,1,SEC_A50-A64,4,0,0,1,Primary syphilis of other sites
405,A51.3,A51,diagnosis,1,SEC_A50-A64,4,3,3,0,Secondary syphilis of skin and mucous membranes
406,A51.31,A51.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Condyloma latum
407,A51.32,A51.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilitic alopecia
408,A51.39,A51.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Other secondary syphilis of skin
409,A51.4,A51,diagnosis,1,SEC_A50-A64,4,7,7,0,Other secondary syphilis
410,A51.41,A51.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Secondary syphilitic meningitis
411,A51.42,A51.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Secondary syphilitic female pelvic disease
412,A51.43,A51.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Secondary syphilitic oculopathy
413,A51.44,A51.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Secondary syphilitic nephritis
414,A51.45,A51.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Secondary syphilitic hepatitis
415,A51.46,A51.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Secondary syphilitic osteopathy
416,A51.49,A51.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Other secondary syphilitic conditions
417,A51.5,A51,diagnosis,1,SEC_A50-A64,4,0,0,1,"Early syphilis, latent"
418,A51.9,A51,diagnosis,1,SEC_A50-A64,4,0,0,1,"Early syphilis, unspecified"
419,A52,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,7,33,0,Late syphilis
420,A52.0,A52,diagnosis,1,SEC_A50-A64,4,8,8,0,Cardiovascular and cerebrovascular syphilis
421,A52.00,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Cardiovascular syphilis, unspecified"
422,A52.01,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilitic aneurysm of aorta
423,A52.02,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilitic aortitis
424,A52.03,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilitic endocarditis
425,A52.04,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilitic cerebral arteritis
426,A52.05,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Other cerebrovascular syphilis
427,A52.06,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Other syphilitic heart involvement
428,A52.09,A52.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Other cardiovascular syphilis
429,A52.1,A52,diagnosis,1,SEC_A50-A64,4,9,9,0,Symptomatic neurosyphilis
430,A52.10,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,"Symptomatic neurosyphilis, unspecified"
431,A52.11,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Tabes dorsalis
432,A52.12,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Other cerebrospinal syphilis
433,A52.13,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Late syphilitic meningitis
434,A52.14,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Late syphilitic encephalitis
435,A52.15,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Late syphilitic neuropathy
436,A52.16,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Charcôt's arthropathy (tabetic)
437,A52.17,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,General paresis
438,A52.19,A52.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Other symptomatic neurosyphilis
439,A52.2,A52,diagnosis,1,SEC_A50-A64,4,0,0,1,Asymptomatic neurosyphilis
440,A52.3,A52,diagnosis,1,SEC_A50-A64,4,0,0,1,"Neurosyphilis, unspecified"
441,A52.7,A52,diagnosis,1,SEC_A50-A64,4,9,9,0,Other symptomatic late syphilis
442,A52.71,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Late syphilitic oculopathy
443,A52.72,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilis of lung and bronchus
444,A52.73,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Symptomatic late syphilis of other respiratory organs
445,A52.74,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilis of liver and other viscera
446,A52.75,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilis of kidney and ureter
447,A52.76,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Other genitourinary symptomatic late syphilis
448,A52.77,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilis of bone and joint
449,A52.78,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Syphilis of other musculoskeletal tissue
450,A52.79,A52.7,diagnosis,1,SEC_A50-A64,5,0,0,1,Other symptomatic late syphilis
451,A52.8,A52,diagnosis,1,SEC_A50-A64,4,0,0,1,"Late syphilis, latent"
452,A52.9,A52,diagnosis,1,SEC_A50-A64,4,0,0,1,"Late syphilis, unspecified"
453,A53,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,2,2,0,Other and unspecified syphilis
454,A53.0,A53,diagnosis,1,SEC_A50-A64,4,0,0,1,"Latent syphilis, unspecified as early or late"
455,A53.9,A53,diagnosis,1,SEC_A50-A64,4,0,0,1,"Syphilis, unspecified"
456,A54,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,9,36,0,Gonococcal infection
457,A54.0,A54,diagnosis,1,SEC_A50-A64,4,5,5,0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
458,A54.00,A54.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Gonococcal infection of lower genitourinary tract, unspecified"
459,A54.01,A54.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Gonococcal cystitis and urethritis, unspecified"
460,A54.02,A54.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Gonococcal vulvovaginitis, unspecified"
461,A54.03,A54.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Gonococcal cervicitis, unspecified"
462,A54.09,A54.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Other gonococcal infection of lower genitourinary tract
463,A54.1,A54,diagnosis,1,SEC_A50-A64,4,0,0,1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
464,A54.2,A54,diagnosis,1,SEC_A50-A64,4,5,5,0,Gonococcal pelviperitonitis and other gonococcal genitourinary infection
465,A54.21,A54.2,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal infection of kidney and ureter
466,A54.22,A54.2,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal prostatitis
467,A54.23,A54.2,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal infection of other male genital organs
468,A54.24,A54.2,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal female pelvic inflammatory disease
469,A54.29,A54.2,diagnosis,1,SEC_A50-A64,5,0,0,1,Other gonococcal genitourinary infections
470,A54.3,A54,diagnosis,1,SEC_A50-A64,4,5,5,0,Gonococcal infection of eye
471,A54.30,A54.3,diagnosis,1,SEC_A50-A64,5,0,0,1,"Gonococcal infection of eye, unspecified"
472,A54.31,A54.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal conjunctivitis
473,A54.32,A54.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal iridocyclitis
474,A54.33,A54.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal keratitis
475,A54.39,A54.3,diagnosis,1,SEC_A50-A64,5,0,0,1,Other gonococcal eye infection
476,A54.4,A54,diagnosis,1,SEC_A50-A64,4,5,5,0,Gonococcal infection of musculoskeletal system
477,A54.40,A54.4,diagnosis,1,SEC_A50-A64,5,0,0,1,"Gonococcal infection of musculoskeletal system, unspecified"
478,A54.41,A54.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal spondylopathy
479,A54.42,A54.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal arthritis
480,A54.43,A54.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal osteomyelitis
481,A54.49,A54.4,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal infection of other musculoskeletal tissue
482,A54.5,A54,diagnosis,1,SEC_A50-A64,4,0,0,1,Gonococcal pharyngitis
483,A54.6,A54,diagnosis,1,SEC_A50-A64,4,0,0,1,Gonococcal infection of anus and rectum
484,A54.8,A54,diagnosis,1,SEC_A50-A64,4,7,7,0,Other gonococcal infections
485,A54.81,A54.8,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal meningitis
486,A54.82,A54.8,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal brain abscess
487,A54.83,A54.8,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal heart infection
488,A54.84,A54.8,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal pneumonia
489,A54.85,A54.8,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal peritonitis
490,A54.86,A54.8,diagnosis,1,SEC_A50-A64,5,0,0,1,Gonococcal sepsis
491,A54.89,A54.8,diagnosis,1,SEC_A50-A64,5,0,0,1,Other gonococcal infections
492,A54.9,A54,diagnosis,1,SEC_A50-A64,4,0,0,1,"Gonococcal infection, unspecified"
493,A55,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,0,0,1,Chlamydial lymphogranuloma (venereum)
494,A56,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,6,12,0,Other sexually transmitted chlamydial diseases
495,A56.0,A56,diagnosis,1,SEC_A50-A64,4,4,4,0,Chlamydial infection of lower genitourinary tract
496,A56.00,A56.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Chlamydial infection of lower genitourinary tract, unspecified"
497,A56.01,A56.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Chlamydial cystitis and urethritis
498,A56.02,A56.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Chlamydial vulvovaginitis
499,A56.09,A56.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Other chlamydial infection of lower genitourinary tract
500,A56.1,A56,diagnosis,1,SEC_A50-A64,4,2,2,0,Chlamydial infection of pelviperitoneum and other genitourinary organs
501,A56.11,A56.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Chlamydial female pelvic inflammatory disease
502,A56.19,A56.1,diagnosis,1,SEC_A50-A64,5,0,0,1,Other chlamydial genitourinary infection
503,A56.2,A56,diagnosis,1,SEC_A50-A64,4,0,0,1,"Chlamydial infection of genitourinary tract, unspecified"
504,A56.3,A56,diagnosis,1,SEC_A50-A64,4,0,0,1,Chlamydial infection of anus and rectum
505,A56.4,A56,diagnosis,1,SEC_A50-A64,4,0,0,1,Chlamydial infection of pharynx
506,A56.8,A56,diagnosis,1,SEC_A50-A64,4,0,0,1,Sexually transmitted chlamydial infection of other sites
507,A57,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,0,0,1,Chancroid
508,A58,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,0,0,1,Granuloma inguinale
509,A59,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,3,8,0,Trichomoniasis
510,A59.0,A59,diagnosis,1,SEC_A50-A64,4,5,5,0,Urogenital trichomoniasis
511,A59.00,A59.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Urogenital trichomoniasis, unspecified"
512,A59.01,A59.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Trichomonal vulvovaginitis
513,A59.02,A59.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Trichomonal prostatitis
514,A59.03,A59.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Trichomonal cystitis and urethritis
515,A59.09,A59.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Other urogenital trichomoniasis
516,A59.8,A59,diagnosis,1,SEC_A50-A64,4,0,0,1,Trichomoniasis of other sites
517,A59.9,A59,diagnosis,1,SEC_A50-A64,4,0,0,1,"Trichomoniasis, unspecified"
518,A60,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,3,9,0,Anogenital herpesviral [herpes simplex] infections
519,A60.0,A60,diagnosis,1,SEC_A50-A64,4,6,6,0,Herpesviral infection of genitalia and urogenital tract
520,A60.00,A60.0,diagnosis,1,SEC_A50-A64,5,0,0,1,"Herpesviral infection of urogenital system, unspecified"
521,A60.01,A60.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Herpesviral infection of penis
522,A60.02,A60.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Herpesviral infection of other male genital organs
523,A60.03,A60.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Herpesviral cervicitis
524,A60.04,A60.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Herpesviral vulvovaginitis
525,A60.09,A60.0,diagnosis,1,SEC_A50-A64,5,0,0,1,Herpesviral infection of other urogenital tract
526,A60.1,A60,diagnosis,1,SEC_A50-A64,4,0,0,1,Herpesviral infection of perianal skin and rectum
527,A60.9,A60,diagnosis,1,SEC_A50-A64,4,0,0,1,"Anogenital herpesviral infection, unspecified"
528,A63,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,2,2,0,"Other predominantly sexually transmitted diseases, not elsewhere classified"
529,A63.0,A63,diagnosis,1,SEC_A50-A64,4,0,0,1,Anogenital (venereal) warts
530,A63.8,A63,diagnosis,1,SEC_A50-A64,4,0,0,1,Other specified predominantly sexually transmitted diseases
531,A64,SEC_A50-A64,diagnosis,1,SEC_A50-A64,3,0,0,1,Unspecified sexually transmitted disease
532,SEC_A65-A69,CH1,section,1,SEC_A65-A69,2,5,33,0,Other spirochetal diseases (A65-A69)
533,A65,SEC_A65-A69,diagnosis,1,SEC_A65-A69,3,0,0,1,Nonvenereal syphilis
534,A66,SEC_A65-A69,diagnosis,1,SEC_A65-A69,3,10,10,0,Yaws
535,A66.0,A66,diagnosis,1,SEC_A65-A69,4,0,0,1,Initial lesions of yaws
